#N,type,distance,time
883,FLOAT,0.0,9572
888,FLOAT,0.0,6087
890,FLOAT,0.0,5541
891,FLOAT,0.0,2806
894,FLOAT,0.0,3791
895,FLOAT,0.0,3607
893,FLOAT,0.0,5461
892,FLOAT,0.0,7311
896,FLOAT,0.0,6038
899,FLOAT,0.0,5422
901,FLOAT,0.0,6097
900,FLOAT,0.0,6211
897,FLOAT,0.0,3567
903,FLOAT,0.0,3675
898,FLOAT,0.0,6314
902,FLOAT,0.0,4956
904,FLOAT,0.0,5550
906,FLOAT,0.0,3074
909,FLOAT,0.0,8474
908,FLOAT,0.0,4939
907,FLOAT,0.0,12188
911,FLOAT,0.0,7511
905,FLOAT,0.0,9938
913,FLOAT,0.0,6578
912,FLOAT,0.0,5482
910,FLOAT,0.0,4569
914,FLOAT,0.0,3205
917,FLOAT,0.0,4196
916,FLOAT,0.0,6438
915,FLOAT,0.0,3330
918,FLOAT,0.0,4360
920,FLOAT,0.0,8760
921,FLOAT,0.0,6335
919,FLOAT,0.0,5940
922,FLOAT,0.0,6696
924,FLOAT,0.0,6736
926,FLOAT,0.0,3748
923,FLOAT,0.0,2416
927,FLOAT,0.0,4801
925,FLOAT,0.0,5689
930,FLOAT,0.0,13947
929,FLOAT,0.0,12194
931,FLOAT,0.0,5619
933,FLOAT,0.0,7900
932,FLOAT,0.0,7281
928,FLOAT,0.0,13672
935,FLOAT,0.0,4807
934,FLOAT,0.0,8065
937,FLOAT,0.0,7139
939,FLOAT,0.0,9656
941,FLOAT,0.0,5851
940,FLOAT,0.0,10838
942,FLOAT,0.0,5813
938,FLOAT,0.0,10941
936,FLOAT,0.0,11913
943,FLOAT,0.0,5868
944,FLOAT,0.0,10605
945,FLOAT,0.0,6053
946,FLOAT,0.0,4045
949,FLOAT,0.0,8694
951,FLOAT,0.0,4022
948,FLOAT,0.0,11371
950,FLOAT,0.0,8110
947,FLOAT,0.0,5331
953,FLOAT,0.0,6382
952,FLOAT,0.0,5685
958,FLOAT,0.0,9849
956,FLOAT,0.0,12042
957,FLOAT,0.0,12551
954,FLOAT,0.0,4595
959,FLOAT,0.0,7886
960,FLOAT,0.0,6935
955,FLOAT,0.0,9881
961,FLOAT,0.0,8572
963,FLOAT,0.0,3900
